,init_pdbs,N,ref_N,J,cif_0,ref_pdbs,cif_1,ref_0_0,ref_1_0,ref_0_1,ref_1_1,w_xray,xray_freq,weight_thermo,vel_thermo,refine,sample_sched_str,init_0_0,init_1_0,init_0_1,init_1_1
29,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,,0.9,0.1,,,0.03125,1,0,1,0,"s5000,t3000,dA,p1,w0,r0",0.9,0.1,,
30,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,,0.9,0.1,,,1,1,0,1,0,"s5000,t3000,dA,p1,w0,r0",0.9,0.1,,
31,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,,0.9,0.1,,,0.5,1,0,1,0,"s5000,t3000,dA,p1,w0,r0",0.9,0.1,,
32,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,,0.9,0.1,,,0.25,1,0,1,0,"s5000,t3000,dA,p1,w0,r0",0.9,0.1,,
33,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,,0.9,0.1,,,0.125,1,0,1,0,"s5000,t3000,dA,p1,w0,r0",0.9,0.1,,
34,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,,0.9,0.1,,,0.0625,1,0,1,0,"s5000,t3000,dA,p1,w0,r0",0.9,0.1,,
35,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,,0.9,0.1,,,0.03125,1,0,1,0,"s5000,t3000,dA,p1,w0,r0",0.9,0.1,,
36,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,2,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,0.9,0.1,0.1,0.9,1,1,0,1,0,"s5000,t5000,dA,p1,w0,r0",0.9,0.1,0.1,0.9
37,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,2,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,0.9,0.1,0.1,0.9,0.5,1,0,1,0,"s5000,t5000,dA,p1,w0,r0",0.9,0.1,0.1,0.9
38,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,2,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,0.9,0.1,0.1,0.9,0.25,1,0,1,0,"s5000,t5000,dA,p1,w0,r0",0.9,0.1,0.1,0.9
39,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,2,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,0.9,0.1,0.1,0.9,0.125,1,0,1,0,"s5000,t5000,dA,p1,w0,r0",0.9,0.1,0.1,0.9
40,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,2,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,0.9,0.1,0.1,0.9,0.0625,1,0,1,0,"s5000,t5000,dA,p1,w0,r0",0.9,0.1,0.1,0.9
41,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,2,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,0.9,0.1,0.1,0.9,0.03125,1,0,1,0,"s5000,t5000,dA,p1,w0,r0",0.9,0.1,0.1,0.9
42,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,,0.9,0.1,,,1,1,0,1,0,"s5000,t5000,dA,p1,w0,r0",0.9,0.1,,
43,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,,0.9,0.1,,,0.5,1,0,1,0,"s5000,t5000,dA,p1,w0,r0",0.9,0.1,,
44,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,,0.9,0.1,,,0.25,1,0,1,0,"s5000,t5000,dA,p1,w0,r0",0.9,0.1,,
45,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,,0.9,0.1,,,0.125,1,0,1,0,"s5000,t5000,dA,p1,w0,r0",0.9,0.1,,
46,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,,0.9,0.1,,,0.0625,1,0,1,0,"s5000,t5000,dA,p1,w0,r0",0.9,0.1,,
47,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,,0.9,0.1,,,0.03125,1,0,1,0,"s5000,t5000,dA,p1,w0,r0",0.9,0.1,,
48,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,,0.9,0.1,,,1,1,0,1,0,"s5000,t5000,dA,p1,w0,r0",0.9,0.1,,
49,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,,0.9,0.1,,,0.5,1,0,1,0,"s5000,t5000,dA,p1,w0,r0",0.9,0.1,,
50,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,,0.9,0.1,,,0.25,1,0,1,0,"s5000,t5000,dA,p1,w0,r0",0.9,0.1,,
51,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,,0.9,0.1,,,0.125,1,0,1,0,"s5000,t5000,dA,p1,w0,r0",0.9,0.1,,
52,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,,0.9,0.1,,,0.0625,1,0,1,0,"s5000,t5000,dA,p1,w0,r0",0.9,0.1,,
53,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,,0.9,0.1,,,0.03125,1,0,1,0,"s5000,t5000,dA,p1,w0,r0",0.9,0.1,,
