,N,J,cif_0,ref_0,w_0_0,w_1_0,w_xray,cif_1,ref_1,w_0_1,w_1_1,sample_sched_str,start_pdb_file
19,1.0,2.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_20_05/0/0.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_20/0.pdb,0.5105879489376552,0.4894120510623448,8.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_20_05/0/1.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_20/0.pdb,0.5555655588277791,0.4444344411722208,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
20,1.0,2.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_20_05/0/0.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_20/0.pdb,0.5105879489376552,0.4894120510623448,16.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_20_05/0/1.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_20/0.pdb,0.5555655588277791,0.4444344411722208,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
21,1.0,2.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_20_05/0/0.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_20/0.pdb,0.5105879489376552,0.4894120510623448,32.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_20_05/0/1.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_20/0.pdb,0.5555655588277791,0.4444344411722208,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
22,2.0,1.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_20_05/0/0.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_20/0.pdb,0.5105879489376552,0.4894120510623448,0.03125,,,,,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
23,2.0,1.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_20_05/0/0.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_20/0.pdb,0.5105879489376552,0.4894120510623448,0.0625,,,,,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
24,2.0,1.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_20_05/0/0.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_20/0.pdb,0.5105879489376552,0.4894120510623448,0.125,,,,,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
25,2.0,1.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_20_05/0/0.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_20/0.pdb,0.5105879489376552,0.4894120510623448,0.25,,,,,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
26,2.0,1.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_20_05/0/0.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_20/0.pdb,0.5105879489376552,0.4894120510623448,0.5,,,,,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
27,2.0,1.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_20_05/0/0.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_20/0.pdb,0.5105879489376552,0.4894120510623448,1.0,,,,,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
28,2.0,1.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_20_05/0/0.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_20/0.pdb,0.5105879489376552,0.4894120510623448,2.0,,,,,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
29,2.0,1.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_20_05/0/0.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_20/0.pdb,0.5105879489376552,0.4894120510623448,4.0,,,,,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
30,2.0,1.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_20_05/0/0.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_20/0.pdb,0.5105879489376552,0.4894120510623448,8.0,,,,,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
31,2.0,1.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_20_05/0/0.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_20/0.pdb,0.5105879489376552,0.4894120510623448,16.0,,,,,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
32,2.0,1.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_20_05/0/0.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_20/0.pdb,0.5105879489376552,0.4894120510623448,32.0,,,,,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
33,2.0,2.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_20_05/0/0.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_20/0.pdb,0.5105879489376552,0.4894120510623448,0.03125,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_20_05/0/1.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_20/0.pdb,0.5555655588277791,0.4444344411722208,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
34,2.0,2.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_20_05/0/0.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_20/0.pdb,0.5105879489376552,0.4894120510623448,0.0625,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_20_05/0/1.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_20/0.pdb,0.5555655588277791,0.4444344411722208,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
35,2.0,2.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_20_05/0/0.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_20/0.pdb,0.5105879489376552,0.4894120510623448,0.125,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_20_05/0/1.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_20/0.pdb,0.5555655588277791,0.4444344411722208,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
36,2.0,2.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_20_05/0/0.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_20/0.pdb,0.5105879489376552,0.4894120510623448,0.25,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_20_05/0/1.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_20/0.pdb,0.5555655588277791,0.4444344411722208,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
37,2.0,2.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_20_05/0/0.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_20/0.pdb,0.5105879489376552,0.4894120510623448,0.5,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_20_05/0/1.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_20/0.pdb,0.5555655588277791,0.4444344411722208,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
38,2.0,2.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_20_05/0/0.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_20/0.pdb,0.5105879489376552,0.4894120510623448,1.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_20_05/0/1.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_20/0.pdb,0.5555655588277791,0.4444344411722208,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
39,2.0,2.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_20_05/0/0.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_20/0.pdb,0.5105879489376552,0.4894120510623448,2.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_20_05/0/1.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_20/0.pdb,0.5555655588277791,0.4444344411722208,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
40,2.0,2.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_20_05/0/0.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_20/0.pdb,0.5105879489376552,0.4894120510623448,4.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_20_05/0/1.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_20/0.pdb,0.5555655588277791,0.4444344411722208,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
41,2.0,2.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_20_05/0/0.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_20/0.pdb,0.5105879489376552,0.4894120510623448,8.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_20_05/0/1.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_20/0.pdb,0.5555655588277791,0.4444344411722208,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
42,2.0,2.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_20_05/0/0.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_20/0.pdb,0.5105879489376552,0.4894120510623448,16.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_20_05/0/1.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_20/0.pdb,0.5555655588277791,0.4444344411722208,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
43,2.0,2.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_20_05/0/0.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_20/0.pdb,0.5105879489376552,0.4894120510623448,32.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_20_05/0/1.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_20/0.pdb,0.5555655588277791,0.4444344411722208,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
